project,metadata_feature,metadata_column,metadata_type,bacteria_name,correlation_coefficient,p_value,n_samples,p_value_fdr
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__Bacilli",0.05052250294641098,0.6712119368118035,73,0.9400765225190527
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria",-0.19967692512366725,0.09032286553683908,73,0.8295339583093726
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3069",0.16789376169885317,0.15565815645423145,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2834",0.13142406340388083,0.2677226192289306,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB82363",0.16299043524876147,0.16826875661927368,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2890",-0.009587562473122962,0.9358363031919328,73,0.9975690834025093
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3023",0.2265582294113074,0.053923887488157074,73,0.820718394080873
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1374",0.18867947442376515,0.10989860536884165,73,0.8524818420653772
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2917",0.09580206125797028,0.42009159466130036,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2936",0.114581711276112,0.3344078913583442,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1262",-0.006848258909373544,0.9541450664013654,73,0.9981780879770644
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB24517",0.22353814293526397,0.05729173080873205,73,0.820718394080873
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Candidatus_Melainabacteria,c__Candidatus_Melainabacteria_unclassified",0.23881324065216886,0.041876301595403474,73,0.820718394080873
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB45555",0.06574328552998603,0.5805275635086802,73,0.9261006092779492
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB9238",0.36755741770863337,0.001379144787406919,73,0.35185612855138415
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1303",0.30515423545678216,0.008660489811552057,73,0.6031732516166299
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2918",0.16299043524876147,0.16826875661927368,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Bacteria_unclassified,c__Bacteria_unclassified",0.3158532935394426,0.006486145961295714,73,0.5738551767911497
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1473",0.09679011999660679,0.4152916492587118,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2898",0.09580206125797028,0.42009159466130036,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2915",0.30128881393542184,0.009589998039050508,73,0.6253796837824228
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1249",0.10792435126044961,0.36342978734311754,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Candidatus_Melainabacteria,c__CFGB2106",0.0780577374465499,0.5115556919620826,73,0.9095572461577508
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB45628",0.5260416814200898,1.7569451668056823e-06,73,0.0035485900006557766
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3004",0.15352013982628585,0.19472073371937268,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB4806",0.007928397554781497,0.9469223557053219,73,0.9975690834025093
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2838",-0.0315019909831183,0.7913382258999108,73,0.9526008036722031
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2840",-0.13478275843128545,0.2555779789382917,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1227",0.34584614385222495,0.0027266974286063632,73,0.43194095148452566
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB9512",0.04634041786484395,0.6970481361700697,73,0.9433487513507514
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1211",-0.14527412246996788,0.22007932541228725,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Bacillota,c__Erysipelotrichia",-0.05295558365774429,0.6563516261402556,73,0.9377427372746447
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB9491",0.3382687119942412,0.003421385625776662,73,0.49061446403545766
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2959",-0.02341306280903616,0.8441284053896673,73,0.9711924504618515
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales",0.1217565256707191,0.3048176217475045,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales",0.1879423075147741,0.11131975534825989,73,0.8531854886821255
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales",-0.2029212818110245,0.08510596636362677,73,0.8231016426812444
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1354,o__OFGB1354",0.044527567865580764,0.708357482133803,73,0.9433487513507514
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales",0.28055921836504677,0.01620667657423342,73,0.7041928975435245
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB10477,o__OFGB10477",-0.016294025740844396,0.8911711585912511,73,0.9867807710585151
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3054,o__OFGB3054",0.006701978230497528,0.9551235177693647,73,0.9981780879770644
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales",0.28559166354131404,0.014316422020479008,73,0.6797984787640996
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3072,o__OFGB3072",0.16954788742987636,0.15156647264425652,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1765,o__OFGB1765",-0.059263621492380784,0.6184507392723737,73,0.9334999684013958
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB9989,o__OFGB9989",0.11275006520057206,0.3422428782834534,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales",0.6283756324845158,2.6537177736087897e-09,73,4.823861825921718e-05
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales",0.16782514530882384,0.15582964241527913,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2875,o__OFGB2875",-0.1419329346729048,0.23098704819389565,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3070,o__OFGB3070",-0.01654125731023184,0.8895301727205733,73,0.9866695573200749
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2982,o__OFGB2982",0.028187516300143014,0.812870519391924,73,0.9598234093397229
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales",-0.09776415444506639,0.4105910242738405,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3038,o__OFGB3038",0.4235915576516955,0.0001883613923779421,73,0.15186215793503285
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB45503,o__OFGB45503",-0.0435318362894447,0.7145963604692518,73,0.9433487513507514
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3057,o__OFGB3057",0.39862297182513745,0.0004775802793013349,73,0.2117398761480449
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales",-0.10259746421378944,0.38772757890547516,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1226,o__OFGB1226",0.07360859503053169,0.535983768258112,73,0.9175691798040069
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2985,o__OFGB2985",0.04634041786484395,0.6970481361700697,73,0.9433487513507514
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB75721,o__OFGB75721",-0.058642309516853355,0.6221420914444863,73,0.9335254856246059
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified",0.0406183685419434,0.7329571998841949,73,0.9440555588627105
