,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomycetaceae_unclassified;s__Actinomycetaceae_unclassified,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetales_unclassified;g__Actinomycetales_unclassified;s__Actinomycetales_unclassified,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_unclassified,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_unclassified,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_unclassified,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Coriobacteriaceae_unclassified;s__Coriobacteriaceae_unclassified,k__Bacteria;p__Bacteria_unclassified;c__Bacteria_unclassified;o__Bacteria_unclassified;f__Bacteria_unclassified;g__Bacteria_unclassified;s__Bacteria_unclassified,k__Bacteria;p__Bacteroidetes;c__Bacteroidetes_unclassified;o__Bacteroidetes_unclassified;f__Bacteroidetes_unclassified;g__Bacteroidetes_unclassified;s__Bacteroidetes_unclassified,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroidaceae_unclassified;s__Bacteroidaceae_unclassified,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_unclassified,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__Bacteroidales_unclassified;s__Bacteroidales_unclassified,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonadaceae_unclassified;s__Porphyromonadaceae_unclassified,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_unclassified,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_unclassified;s__Rikenellaceae_unclassified,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__[Barnesiellaceae]_unclassified;s__[Barnesiellaceae]_unclassified,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacteriaceae_unclassified;s__Sphingobacteriaceae_unclassified,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_unclassified,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_unclassified,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillaceae_unclassified;s__Lactobacillaceae_unclassified,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_unclassified,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus_unclassified,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_unclassified;g__Clostridiales_unclassified;s__Clostridiales_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Lachnospiraceae_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcaceae_unclassified;s__Peptococcaceae_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcaceae_unclassified;s__Peptostreptococcaceae_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__Oscillospira_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_unclassified;s__Ruminococcaceae_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__Veillonella_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonellaceae_unclassified;s__Veillonellaceae_unclassified,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__[Mogibacteriaceae]_unclassified;s__[Mogibacteriaceae]_unclassified,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium_unclassified,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_unclassified;s__Erysipelotrichaceae_unclassified,k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__Victivallaceae_unclassified;s__Victivallaceae_unclassified,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Alphaproteobacteria_unclassified;f__Alphaproteobacteria_unclassified;g__Alphaproteobacteria_unclassified;s__Alphaproteobacteria_unclassified,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonadaceae_unclassified;s__Comamonadaceae_unclassified,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacteraceae_unclassified;s__Oxalobacteraceae_unclassified,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_unclassified,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_unclassified,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacteriaceae_unclassified;s__Enterobacteriaceae_unclassified,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_unclassified,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonadaceae_unclassified;s__Pseudomonadaceae_unclassified,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_unclassified,k__Bacteria;p__Proteobacteria;c__Proteobacteria_unclassified;o__Proteobacteria_unclassified;f__Proteobacteria_unclassified;g__Proteobacteria_unclassified;s__Proteobacteria_unclassified
Control_0,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,0.08578555254757372,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5032994821292147
Control_1,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,-0.4113901059158902,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342420280795828
Control_2,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,-0.49911444882114225,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,3.701651025377542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8547706901504023
Control_3,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,-0.6471913480582527,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7224788283464231
Control_4,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,-0.02240790544363344,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2904664354375947
Control_5,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,0.46662931745259667,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326367659031159
Control_6,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,0.08625937450875973,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5376571267864978
Control_7,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,0.4241219054774146,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558717546604965
Control_8,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,-1.7174979525039549,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2187712861644065
Control_9,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,0.04958567908771306,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3553655445798458
Control_10,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,-0.9852550825374303,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05932836585336078
Control_11,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,1.5240400641708525,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326367659031159
Control_12,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,0.4239161982316135,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3553655445798458
Control_13,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,1.261725653520754,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5640733161505243
Control_14,0.0,0.0,0.0,-0.15577489123418928,0.0,0.0,-0.544051396948686,0.0,0.0,-0.23292699331575403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095969033899168,0.0,-0.19815032911342179,-0.1535367601081601,0.0,-0.06933752452815363,0.0,-0.33018995644034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26393256000634713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558717546604965
