project,metadata_feature,metadata_column,metadata_type,bacteria_name,correlation_coefficient,p_value,n_samples,p_value_fdr
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_ovatus",-0.015077305697611582,0.8499126168669735,160,0.9526933619128894
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Mesosutterella,s__Mesosutterella_multiformis",-0.12539687550925116,0.11411481746547275,160,0.8672995091000011
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Ruminococcus,s__Ruminococcus_callidus",-0.09184978783575522,0.2480280913032325,160,0.8672995091000011
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_longum",-0.10173098213256244,0.20053086946467621,160,0.8672995091000011
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Ruminococcus,s__Ruminococcus_bromii",0.1253927972376356,0.11412668007101198,160,0.8672995091000011
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_hadrus",-0.0989955809657865,0.2129665351827509,160,0.8672995091000011
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Roseburia,s__Roseburia_faecis",0.08981860602316433,0.25868611718461465,160,0.8672995091000011
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter_asaccharolyticus",-0.17386010775693653,0.027898866080619367,160,0.8672995091000011
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridiaceae_unclassified,s__Clostridiaceae_bacterium_AF18_31LB",0.08785006613941755,0.26931143900207016,160,0.8672995091000011
PRJEB37731_Control_SG,host_body_mass_index,host_body_mass_index,numeric,"k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Mediterraneibacter,s__Ruminococcus_lactaris",-0.121546383801338,0.12574930475213988,160,0.8672995091000011
