SampleID,Archaea;Euryarchaeota,Bacteria,Bacteria;Acidobacteria,Bacteria;Actinobacteria,Bacteria;Bacteroidetes,Bacteria;Chlamydiae,Bacteria;Chloroflexi,Bacteria;Cyanobacteria,Bacteria;Firmicutes,Bacteria;Fusobacteria,Bacteria;Gemmatimonadetes,Bacteria;Lentisphaerae,Bacteria;Nitrospirae,Bacteria;Planctomycetes,Bacteria;Proteobacteria,Bacteria;Synergistetes,Bacteria;TM7,Bacteria;Tenericutes,Bacteria;Verrucomicrobia,Bacteria;WPS-2,Bacteria;[Thermi]
SRR33299589,0.0,0.0,0.08843992422676923,3.0152887209199215,47.39750721702624,0.0,0.37902824668615376,0.14739987371128202,14.964939094771204,0.0,0.08039993111524475,1.945678332988923,0.33164971585038455,0.0,9.269630260247702,0.05527495264173076,0.08843992422676923,1.4529416122969228,20.783382193290766,0.0,0.0
SRR33299590,0.0,0.0,0.05758445438131687,50.884002379664715,7.050112547277827,0.0,0.21594170392993825,0.14396113595329219,11.49632499969862,0.0,0.03926212798726151,0.0,0.21594170392993825,0.0,6.871313545276238,0.0,0.043188340785987656,0.9563132602611553,22.026053800853706,0.0,0.0
SRR33299591,0.0,0.0,0.023557989306346193,5.185318298407722,22.089106771533498,0.0,0.12620351414114034,0.0,8.812493839475009,0.01682713521881871,0.19274718523374154,26.43206400172043,0.35336983959519286,0.0,3.238561788349951,0.0,0.10601095187855786,0.6310175707057016,32.792721114433895,0.0,0.0
SRR33299592,0.0,0.0,0.04311798511901167,13.600912262540419,50.89541298820572,0.0,0.3233848883925875,0.2155899255950583,19.31595591202554,4.127007147105402,0.23518900974006368,0.0,0.48507733258888136,0.0,3.8563950735655377,0.0,0.388061866071105,1.3397373947692914,5.1741582142814,0.0,0.0
SRR33299593,0.0,0.0,0.0018203590926706668,0.3964227654527914,0.19027429330306633,0.0,0.019503847421471432,0.0,1.2055597656582357,0.006501282473823809,0.009929231414567275,0.0,0.034131732987575006,0.0,0.0463271162348209,0.0,0.0027305386390060003,0.08776731339662143,97.99903175392535,0.0,0.0
SRR33299594,0.0,0.0,0.13696674815275864,16.197806738065367,52.41820312209824,0.0,0.14675008730652708,0.0,21.692764938270535,5.1199474904721685,0.06225761279670847,0.0,0.34241687038189655,0.0,3.716569626841709,0.0,0.06848337407637932,0.09783339153768474,0.0,0.0,0.0
SRR33299595,0.0,0.0,0.1557516158404313,7.564675399786165,36.41694401201863,0.0,0.6675069250304198,0.2595860264007188,42.143384369739,0.4450046166869465,0.3539809450918893,0.0,0.5840685594016173,0.0,1.324180404336251,2.14158471780593,0.07787580792021565,2.7256532772075475,5.139803322734232,0.0,0.0
SRR33299596,0.36124979703929777,0.0,0.0,8.787793975803787,35.53669940203179,0.0,0.10321422772551365,0.0,36.643568262745774,6.46809160413219,0.32840890639936166,5.346496996181608,0.36124979703929777,0.0,2.6545771602663004,0.993436941858069,0.0,0.10321422772551365,2.3119987010515057,0.0,0.0
SRR33299597,0.0,0.0,0.08328627469146302,6.757956962736646,30.044782906731626,0.0,0.5354117658736908,0.0,27.10213731401554,1.9929215729742937,0.11357219276108593,0.0,0.15616176504649315,0.15616176504649315,5.486132419985414,0.07808088252324658,0.0,0.1338529414684227,27.359541236145596,0.0,0.0
SRR33299598,0.0,0.0,0.0,6.343562110797494,13.832575200935384,0.0,0.2863941890807157,0.0,0.4152327673663493,0.031821576564523966,0.2430011301290921,0.13365062157100066,0.1670632769637508,0.0,77.42976178917691,0.0,0.2673012431420013,0.047732364846785946,0.8019037294260037,0.0,0.0
SRR33299599,0.0,0.9174849753311689,0.0,0.6349261966965698,31.172730624295365,1.8349699506623378,0.0,0.1529141625551948,11.439258083832867,0.1529141625551948,0.0,0.0,0.0,0.0,24.397540542514225,23.739923736693996,0.0,0.3276732054754175,5.229664359387662,0.0,0.0
SRR33299600,0.0,0.0,0.10585776610180894,52.45329018870793,16.857744649177402,0.0,0.1890317251818017,0.0,14.043059284725457,1.6130707215513744,0.24058583204956577,0.0,0.13232220762726116,0.3969666228817835,6.2404540765635685,0.5292888305090446,0.5292888305090446,0.0,5.610461603395874,1.0585776610180893,0.0
SRR33299601,0.0,0.4395908599757428,0.11722422932686474,1.2646200826838399,0.6168172145904691,0.0,0.0,0.0,1.2523999762142823,0.08373159237633196,0.0,0.0,0.0,0.0,89.01632594123029,0.0,0.04395908599757429,0.2197954299878714,6.945535587616737,0.0,0.0
SRR33299602,1.1792425230091912,0.0,0.1257858691209804,46.786874362173364,6.939352838956853,0.0,0.47169700920367647,0.15723233640122547,14.305403373201395,0.6289293456049019,0.12864463887372996,0.0943394018407353,0.0,0.23584850460183823,7.248587373643015,4.245273082833088,0.0,0.0,17.452789340536025,0.0,0.0
SRR33299603,0.0,0.0,0.029829695868584093,4.603338120589377,7.484541872481099,0.0,0.047940582645938715,0.07457423967146022,9.808201480413272,2.5035637603990217,0.020338429001307334,0.0,0.055930679753595176,0.0,1.7286141173283425,0.0,0.0,0.7990097107656453,72.84411731108236,0.0,0.0
SRR33299604,0.0,0.0,0.029901419999033084,0.559351563242782,0.07374895683555986,0.0,0.0,0.029901419999033084,0.28171930201179596,0.02135815714216649,0.0,0.0,0.0,0.0,18.409867531090075,0.0,0.026911277999129773,0.012814894285299893,80.55442547739513,0.0,0.0
SRR33299605,0.0,0.0,0.30576468243982163,35.55068354889085,1.148128254220674,0.0,0.709810869949586,0.0,41.57476349968632,0.9464144932661145,0.4864438129724435,0.0,0.19110292652488853,1.3377204856742198,4.964381641860025,0.8599631693619982,0.15288234121991082,0.0,7.949881743435363,2.293235118298662,1.5288234121991082
SRR33299606,1.3872920753274585,0.0,0.1479778213682622,6.588632073692871,14.704199324893723,0.0,0.5152799136930559,0.18497227671032776,32.55963221996184,0.6606152739654564,0.35312889190153485,23.639456963579892,0.2774584150654917,0.6936460376637292,5.447329632109765,1.4566566790938313,0.2774584150654917,0.11891074931378214,10.98735323659347,0.0,0.0
SRR33299607,8.997427394643589,0.0,0.11246784243304485,3.117315197872438,50.69276842629355,0.0,0.4418379524155332,0.0,22.746327226571733,1.1246784243304486,0.30673047936284953,0.0,0.28116960608261216,0.28116960608261216,1.9165868279788536,0.7029240152065301,0.3936374485156569,0.0,8.884959552210542,0.0,0.0
SRR33299608,0.0,0.0,0.06750729858764948,13.568416684879061,5.833511127954493,0.0,0.09041156060845912,0.08438412323456185,9.219627011380334,60.76862360363231,0.2761662214949297,0.0,1.5822023106480347,0.0,1.3937602376944485,0.06328809242592139,0.0,4.014273291015584,1.7720665879257989,1.2657618485184274,0.0
SRR33299609,0.0,0.0,0.3003973571812472,35.77286281577769,3.7282517847791152,0.0,0.26821192605468497,0.0,35.80956300544746,1.4662251957656112,0.6144491396889148,0.0,0.0,0.0,9.554773617459707,0.46937087059569876,8.41112600107492,0.0,3.6047682861749664,0.0,0.0
SRR33299610,0.0,0.0,0.11133950485988307,12.758660108536061,48.35677131528104,0.0,0.4175231432245616,0.0,10.036073138415246,17.0190386000107,0.2656965456883574,0.0,0.0,0.0,1.3245022558472046,0.0,5.76181937649895,1.1929232663558902,2.7556527452821062,0.0,0.0
SRR33299611,0.5750920382590613,0.0,0.0,29.05048259930374,1.018344795019998,0.0,0.09858720655869621,0.0,6.095307670542264,0.010954134062077358,0.10456218877437477,0.0,0.11501840765181226,0.0,0.5694918910700217,0.028754601912953065,0.023003681530362453,0.016431201093116035,62.29396958422152,0.0,0.0
