SampleID,Unassigned,Bacteria,Bacteria;Actinobacteria,Bacteria;Bacteroidetes,Bacteria;Firmicutes,Bacteria;Proteobacteria
SRR25446109,43.060059683263745,56.391117493918465,0.0,0.016835538705666567,0.0027348560692174507,0.5292524280429262
SRR25446110,37.95784177377765,62.02869026971337,0.0,0.011070215508103574,0.002397741000881822,0.0
SRR25446111,37.05279189083254,62.446866308257384,0.0,0.007497259479286484,0.001826843139494261,0.4910176982912978
SRR25446114,25.76752482541028,70.21054707902354,0.0,0.0,0.0,4.021928095566165
SRR25446115,38.305805392238305,59.52177411624846,0.0,0.003482829208131884,0.001980193724448783,2.1669574685806476
SRR25446116,62.76868666715518,37.20664706481274,0.0,0.0,0.0,0.02466626803207459
SRR25446117,32.69213905877225,67.26587799264469,0.0,0.0,0.0,0.04198294858305776
SRR25446118,51.19726628275001,47.68059424532829,0.01751800846667579,0.0,0.0,1.104621463455035
SRR25446120,44.86655568493117,55.124893361268064,0.0,0.006454081807426536,0.002096871993329844,0.0
SRR25446121,61.88794146293828,38.100728991374396,0.0,0.011329545687322497,0.0,0.0
SRR25446123,40.640554872487435,59.28927117053334,0.0,0.0033075264380589926,0.001880523765219567,0.0649859067759478
SRR25446125,45.05330058841365,54.09321741697397,0.0,0.0,0.0,0.8534819946123802
SRR25446128,45.268045584836784,54.72387074762447,0.0,0.006954019032211224,0.001129648506542609,0.0
SRR25446129,41.98715623039193,44.46130992754561,0.0,0.0,0.0,13.551533842062453
SRR25446132,52.47012027688267,47.212969435560176,0.0,0.0,0.0009795233301361833,0.31593076422702254
SRR25446133,41.73524963347732,41.62829350119254,0.0,0.007800509000528855,0.0012671569206099275,16.627389199408988
SRR25446134,31.21415325350397,44.864729951043195,0.0,0.0,0.0,23.92111679545284
SRR25446135,23.657818062610325,75.74295657903996,0.0,0.009906421540861262,0.0010728351712373766,0.5882461016376209
SRR25446136,19.230603245497747,65.12899062841343,0.0,0.0062392900042269155,0.0,15.634166836084596
SRR25446137,24.24638084153201,50.10190988253416,0.0,0.01675989413423943,0.0,25.6349493817996
SRR25446139,25.721924839661696,70.9560869450156,0.0,0.0,0.0012220564046139695,3.320766158918094
