SampleID,Unassigned,Bacteria,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uniformis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;copri,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;onderdonkii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;putredinis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7;;,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;prausnitzii,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira;,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;albus,Bacteria;Proteobacteria,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella;
SRR25446171,3.2604414227666254,7.943550183786084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7960083934473,0.0,0.0
SRR25446173,26.31102290925824,54.27030468562174,0.0,0.07770922705472659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.340963178065284,0.0,0.0
SRR25446175,39.69202432351883,60.30797567648117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR25446176,38.06113272422698,58.82776685122897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1111004245440683,0.0,0.0
SRR25446177,24.44888255521383,70.56934310522436,0.0,0.0,0.1344406868247563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41079098752008864,4.436542665216957,0.0
SRR25446180,26.66616687582127,60.26888316049222,0.0,0.0,0.0,0.13462806022254625,0.0,0.0,0.0,3.0291313550072907,0.0,0.0,0.0,0.0,0.0,0.0,0.006028122099516996,0.0,0.0,0.0,1.4135946323367357,8.481567794020414,0.0
SRR25446181,36.14282875992426,53.74997890293686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0321577011416654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4042876934855553,6.670746942511665,0.0
SRR25446182,17.686355648230016,31.178322916089655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2360091758569862,0.0,0.0,0.0,0.0,20.100114810486655,30.799197449336695,0.0
SRR25446183,24.400247106300966,46.320057458679,0.0,0.0,0.12616590215318763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009206135480497937,0.0,0.0,0.0,29.144323397386344,0.0,0.0
SRR25446184,55.43801324028086,44.56198675971914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR25446185,45.07094656959862,54.00041447455464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4398816106642507,0.0,0.0,0.0,0.0,0.4887573451825009,0.0,0.0
SRR25446187,19.88323406283177,62.44542987652855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67133606063969,0.0,0.0
SRR25446188,42.3898847717361,40.01653232097853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10598543920051438,0.0,0.0,0.0,17.48759746808487,0.0
SRR25446189,9.806403512419797,89.8402658284519,0.0,0.0,0.1333323241993609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21999833492894555
SRR25446191,27.93588095161995,71.509126322549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016164836674690628,0.0,0.5388278891563543,0.0,0.0
SRR25446193,47.00641415208921,44.60086822631786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.392717621592933,0.0,0.0
SRR25446194,27.22075320208522,67.8576172492293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3610376601042609,0.0,0.0,0.0,0.0,0.0,0.0,0.006771331642309756,0.0,0.0,0.0,3.5538205569389034,0.0,0.0
SRR25446195,48.493112304914035,50.734848716110584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.772038978975395,0.0,0.0
SRR25446196,1.0120539784620934,8.456403941508874,0.0,0.0,0.0,0.017177031036909027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.51436504899212,0.0,0.0
SRR25446198,77.01597236680293,22.565709788153075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002715174243037602,0.0,0.0,0.25341626268350953,0.0,0.0,0.0,0.0,0.1013665050734038,0.0,0.060819903044042285
SRR25446199,50.84769236836155,45.27279785104217,0.12789592683284423,0.0,0.0,0.11368526829586155,0.0,0.0,1.0231674146627538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6147611708048153,0.0,0.0
SRR25446202,20.381537730055904,15.654629591968462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.96383267797564,0.0,0.0
SRR25446204,57.3897142902416,42.61028570975841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR25446206,19.991512999561696,22.927276314843624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.08121068559468,0.0,0.0
SRR25446207,35.02604158774588,64.97395841225412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR25446210,35.7008833860486,63.7740155168617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5251010970896958,0.0,0.0
SRR25446211,41.96663365348382,56.728166193515705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016281082989610875,0.0,1.2889190700108608,0.0,0.0
SRR25446213,41.115315184762146,58.17890381234423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7057810028936167,0.0,0.0,0.0
SRR25446214,54.97413629716763,45.025863702832375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR25446215,8.44157057636056,13.708207601488528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07358630430072553,0.0,0.0,0.0,0.0,0.1839657607518138,77.59266975709836,0.0,0.0
SRR25446216,47.37226129548437,49.66808281263894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9596558918766918,0.0,0.0
SRR25446218,59.20436769385572,31.76013062211612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006122996397579504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.029378687630578,0.0,0.0
SRR25446219,17.914017201542038,80.87901000828315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.206972790174818,0.0,0.0
SRR25446220,16.75374817814944,83.24625182185056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR25446223,20.380456549439046,79.61954345056095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR25446224,53.6665529417572,45.293748358167164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0396987000756133,0.0,0.0
SRR25446225,8.929845612947638,72.05574174568973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.01441264136264,0.0,0.0
SRR25446227,10.73486011464323,9.888092188884606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.37704769647216,0.0,0.0
SRR25446228,41.10154647191017,55.769093519409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8762208024306309,2.2531392062501947,0.0
SRR25446229,55.20849843378478,44.025373002012444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7661285642027872,0.0,0.0
SRR25446230,38.979374932337386,60.72501124821702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2956138194455908,0.0,0.0
SRR25446231,36.14148499627268,55.36457275410251,0.0,0.0,0.0,0.0,0.18046266792163163,0.0,0.0,0.0,0.0,0.006809911997042704,0.0,0.0,0.0,0.0,0.0053869453110934815,0.0,0.0,0.0,8.301282724395055,0.0,0.0
SRR25446234,40.980867836079845,58.94605770279171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07307446112844153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR25446236,49.37042356417552,46.717977064800195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011144157752205943,0.0,3.9004552132720804,0.0,0.0
SRR25446237,38.733619760044625,57.20326426472673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170204662168194,3.346095509011824,0.0,0.0
SRR25446239,25.57972398744405,48.045697227810734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941949242312329,25.432629542432885,0.0
SRR25446242,30.56557464290199,67.94649382969398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.487931527404028,0.0,0.0
SRR25446243,44.51296833180399,47.99011367493912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037911089725698654,0.0,0.0,0.0,7.493126884284338,0.0,0.0
SRR25446244,64.48290080630987,34.51514738120866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0019518124814684,0.0,0.0
SRR26996955,15.709508131084062,83.82279230281584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03141265742463278,0.0,0.43628690867545517,0.0,0.0
SRR26996956,30.120954440887903,69.87904555911209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR26996957,48.28701211629398,50.208579476215306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5044084074907214,0.0,0.0
SRR26996958,27.610134885612265,70.70132380217564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006799495216961419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6817418169951244,0.0,0.0
SRR26996960,27.982243603223317,65.68222320880142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.335533187975266,0.0,0.0
SRR26996961,47.142190722326646,52.85780927767336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR26996962,29.91182227894185,69.1628440280065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9253336930516517,0.0,0.0
